folder,id,display_name,description,type,units,domain,labels,calculation,commonly_used,forms
Administrative,nsrrid,NSRR Subject Identifier,The National Sleep Research Resource (NSRR) subject identifer links the subject's data and files. Use `new_pid` to link with Biologic Specimen and Data Repository Information Coordinating Center (BioLINCC) and cohort-specific data.,identifier,,,,,TRUE,
Administrative,vnum,Visit Number,,choices,,vnum,,,,
Anthropometry/CDC Growth Charts,chg_ant1,Time interval between baseline and follow-up,,numeric,years,,,,,
Anthropometry/CDC Growth Charts,chg_haz,Z-score for length-for-age change between baseline and follow-up,,numeric,standard deviations from the mean,,,,,
Anthropometry/CDC Growth Charts,chg_waz,Z-score for weight-for-age change between baseline and follow-up,,numeric,standard deviations from the mean,,,,,
Anthropometry/CDC Growth Charts,haz,Z-score for length-for-age or stature-for-age,,numeric,standard deviations from the mean,,,,,
Anthropometry/CDC Growth Charts,hcpct,Percentile for head circumference-for-age,,numeric,percentile,,,,,
Anthropometry/CDC Growth Charts,hcz,Z-score for head circumference-for-age,,numeric,standard deviations from the mean,,,,,
Anthropometry/CDC Growth Charts,headcir,Child's head circumference,,numeric,centimeters (cm),,,,,
Anthropometry/CDC Growth Charts,htpct,Percentile for length-for-age or stature-for-age,,numeric,percentile,,,,,
Anthropometry/CDC Growth Charts,whpct,Percentile for weight-for-length or weight-for-stature,,numeric,percentile,,,,,
Anthropometry/CDC Growth Charts,whz,Z-score for weight-for-length or weight-for-stature,,numeric,standard deviations from the mean,,,,,
Anthropometry/CDC Growth Charts,wtpct,Percentile for weight-for-age,,numeric,percentile,,,,,
Anthropometry,ant1,Date of the current measurements,,integer,seconds from date of randomization,,,,,chat_anthropometry_forms
Anthropometry,ant3,Child's standing height,,numeric,centimeters (cm),,,,TRUE,chat_anthropometry_forms
Anthropometry,ant3_change,Change in height between baseline and follow-up,,numeric,centimeters (cm),,,,,chat_anthropometry_forms
Anthropometry,ant3_gain,Height velocity,Change in height between baseline and follow up / number of years between visits,numeric,centimeters per year,,,,,chat_anthropometry_forms
Anthropometry,ant4,Child's weight,,numeric,kilograms (kg),,,,TRUE,chat_anthropometry_forms
Anthropometry,ant4_change,Change in weight between baseline and follow-up,,numeric,kilograms (kg),,,,,chat_anthropometry_forms
Anthropometry,ant4_gain,Weight velocity,Change in weight between baseline and follow up / number of years between visits,numeric,kilograms per year,,,,,chat_anthropometry_forms
Anthropometry,ant5,Child's Body mass index (BMI),,numeric,kilograms / meters squared (kg/m²),,weight,,TRUE,chat_anthropometry_forms
Anthropometry,ant5a,Child's Body mass index (BMI) Z-score,,numeric,standard deviations from the mean,,weight,,,chat_anthropometry_forms
Anthropometry,ant5a_chk,Body mass index (BMI) Z-score not required at this visit,,choices,,notrequired,,,,
Anthropometry,ant61,Neck circumference measurement 1,,numeric,centimeters (cm),,,,,chat_anthropometry_forms
Anthropometry,ant62,Neck circumference measurement 2,,numeric,centimeters (cm),,,,,chat_anthropometry_forms
Anthropometry,ant63,Neck circumference measurement 3,,numeric,centimeters (cm),,,,,chat_anthropometry_forms
Anthropometry,ant64,Neck circumference average,,numeric,centimeters (cm),,,,,chat_anthropometry_forms
Anthropometry,ant71,Waist circumference measurement 1,,numeric,centimeters (cm),,,,,chat_anthropometry_forms
Anthropometry,ant72,Waist circumference measurement 2,,numeric,centimeters (cm),,,,,chat_anthropometry_forms
Anthropometry,ant73,Waist circumference measurement 3,,numeric,centimeters (cm),,,,,chat_anthropometry_forms
Anthropometry,ant74,Waist circumference average,,numeric,centimeters (cm),,,,,chat_anthropometry_forms
Anthropometry,ant81,Hip circumference measurement 1,,numeric,centimeters (cm),,,,,chat_anthropometry_forms
Anthropometry,ant82,Hip circumference measurement 2,,numeric,centimeters (cm),,,,,chat_anthropometry_forms
Anthropometry,ant83,Hip circumference measurement 3,,numeric,centimeters (cm),,,,,chat_anthropometry_forms
Anthropometry,ant84,Hip circumference average,,numeric,centimeters (cm),,,,,chat_anthropometry_forms
Anthropometry,bmi_change,Change in body mass index (BMI) between baseline and follow-up,,numeric,,,weight,,,
Anthropometry,bmi_gain,Body mass index (BMI) velocity,Change in Body mass index (BMI) between baseline and followup / number of years between visit,numeric,kilograms per year * meters squared,,weight,,,
Anthropometry,bmipct,Percentile for body mass index (BMI)-for-age,,numeric,percentile,,weight,,,
Anthropometry,bmiz,Z-score for body mass index (BMI)-for-age,,numeric,standard deviations from the mean,,weight,,TRUE,
Anthropometry,bmiz_change,Change in body mass index (BMI) Z-score between baseline and follow-up,,numeric,standard deviations from the mean,,weight,,,
Anthropometry,bmiz_gain,Body mass index (BMI) velocity,,numeric,,,weight,,,
Anthropometry,haz_gain,Height velocity,,numeric,,,,,,
Anthropometry,obese,BMIPCT greater than or equal to 95 binary,,choices,,obesebmi95,,,,
Anthropometry,overweight,BMIPCT greater than or equal to 85 binary,,choices,,overweightbmi85,,,,
Anthropometry,ref8,Child's body mass index (BMI),Recorded on the Screening Form. Only applicable to non-randomized subjects.,numeric,kilograms / meters squared (kg/m²),,weight,,,
Anthropometry,waisthipratio,Waist-hip ratio,,numeric,centimeters (cm),,,,,
Anthropometry,waz,Z-score for weight-for-age,,numeric,standard deviations from the mean,,,,,
Anthropometry,waz_gain,Z-score for weight-for-age velocity,,numeric,standard deviations from the mean,,,,,
Biochemical Testing/Biochemical Results,chhdlr,Total cholesterol to high-density lipoprotein (HDL) ratio,,numeric,,,,chol / hdl_mg_dl,,
Biochemical Testing/Biochemical Results,chol,Total cholesterol levels,,numeric,milligrams per deciliter (mg/dL),,,,TRUE,
Biochemical Testing/Biochemical Results,chol_status,Cholesterol alert status,,string,,,,,,
Biochemical Testing/Biochemical Results,crp_comment_,C-reactive protein comment,,text, ,,,,,
Biochemical Testing/Biochemical Results,crp_status,C-reactive protein alert status,,string,,,,,,
Biochemical Testing/Biochemical Results,crp_ug_ml,C-reactive protein (CRP) levels,,numeric,micrograms per milliliter (µg/mL),,,,TRUE,
Biochemical Testing/Biochemical Results,crp_ug_ml_binary,Is the C-reactive protein (CRP) level above the detection limit?,Detection limit is 0.15 micrograms per milliliter,choices,,crp,,,,
Biochemical Testing/Biochemical Results,fahc_data_comment,Comments from biochemical processing lab,,text,,,,,,
Biochemical Testing/Biochemical Results,fasting,Were the blood test drawing while the patient was fasting?,,choices,,noyes,,,,
Biochemical Testing/Biochemical Results,glucose_mmol,Blood glucose levels,,numeric,millimoles per liter (mmol/L),,sugar;diabetes,,TRUE,
Biochemical Testing/Biochemical Results,hdl_mg_dl,Blood high-density lipoprotein (HDL) levels,,numeric,milligrams per deciliter (mg/dL),,cholesterol,,TRUE,
Biochemical Testing/Biochemical Results,hdl_status,High-density lipoprotein (HDL) alert status,,string,,,cholesterol,,,
Biochemical Testing/Biochemical Results,homa,Homeostasis Model Assessment (HOMA) estimate of insulin resistance,,numeric,,,diabetes;metabolic syndrome,(glucose_mmol * roche_insulin) / 22.5,TRUE,
Biochemical Testing/Biochemical Results,insulin_comment,Insulin comment,,text,,,,,,
Biochemical Testing/Biochemical Results,insulin_status,Insulin alert status,,string,,,,,,
Biochemical Testing/Biochemical Results,insulin_uil_ml,Blood insulin levels,,numeric,international units per milliliter (IU/mL),,diabetes,,TRUE,
Biochemical Testing/Biochemical Results,ldl_mg_dl,Blood low-density lipoprotein (LDL) levels,,numeric,milligrams per deciliter (mg/dL),,cholesterol,,TRUE,
Biochemical Testing/Biochemical Results,ldl_status,Low-density lipoprotein (LDL) alert status,,string,,,cholesterol,,,
Biochemical Testing/Biochemical Results,load_date,Bloods load date,,integer,seconds from date of randomization,,,,,
Biochemical Testing/Biochemical Results,roche_comment,Roche insulin comments,,text,,,diabetes;metabolic syndrome,,,
Biochemical Testing/Biochemical Results,roche_insulin,Insulin levels determined by Roche meter,,numeric,international units per milliliter (IU/mL),,diabetes;metabolic syndrome,,,
Biochemical Testing/Biochemical Results,roche_insulin_status,Roche insulin alert status,,string,,,diabetes;metabolic syndrome,,,
Biochemical Testing/Biochemical Results,sgl_mg_dl,Serum glucose levels,,numeric,milligrams per deciliter (mg/dL),,insulin,,TRUE,
Biochemical Testing/Biochemical Results,sgl_status,Serum glucose alert status,,string,,,insulin,,,
Biochemical Testing/Biochemical Results,trig,Triglyceride levels,,numeric,milligrams per deciliter (mg/dL),,fats,,TRUE,
Biochemical Testing/Biochemical Results,trig_status,Triglyceride alert status,,string,,,fats,,,
Biochemical Testing/Fasting Venipuncture,fas1,Draw time.,,time,,,blood draw;venipuncture,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas10a,Processing start time for ethylenediaminetetraacetic acid (EDTA),,time,,,chelation therapy;lead poisoning;blood draw;venipuncture,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas10b,Processing start time for serum.,,time,,,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas11a1,Was vial processing done on vial 1?,"Serum, red, 1.0mL",choices,,noyes,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas11a2,"Vial processing comments on vial 1 (serum, clear, 1.0mL)","Serum, red, 1.0mL",choices,,partialvolhemolysis,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas11b1,Was vial processing done on vial 2?,"Serum, red, 0.5mL",choices,,noyes,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas11b2,Vial processing comments on vial 2,"Serum, red, 0.5mL",choices,,partialvolhemolysis,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas11c1,Was vial processing done on vial 3?,"Serum, red, 0.5mL",choices,,noyes,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas11c2,Vial processing comments on vial 3,"Serum, red, 0.5mL",choices,,partialvolhemolysis,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas11d1,Was vial processing done on vial 4?,"Serum, red, 0.5mL",choices,,noyes,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas11d2,Vial processing comments on vial 4,"Serum, red, 0.5mL",choices,,partialvolhemolysis,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas11e1,Was vial processing done on vial 5?,"Serum, red, 0.5mL",choices,,noyes,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas11e2,Vial processing comments on vial 5,"Serum, red, 0.5mL",choices,,partialvolhemolysis,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas11f1,Was vial processing done on vial 6?,"Serum, red, 0.5mL",choices,,noyes,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas11f2,Vial processing comments on vial 6,"Serum, red, 0.5mL",choices,,partialvolhemolysis,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas11g1,Was vial processing done on vial 7?,"Serum, red, 0.5mL",choices,,noyes,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas11g2,Vial processing comments on vial 7.,"Serum, red, 0.5mL",choices,,partialvolhemolysis,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas11h1,Was vial processing done on vial 8?,"Serum, red, 0.5mL",choices,,noyes,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas11h2,Vial processing comments on vial 8,"Serum, red, 0.5mL",choices,,partialvolhemolysis,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas11i1,Was vial processing done on vial 9?,"Serum, red, 0.5mL",choices,,noyes,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas11i2,Vial processing comments on vial 9,"Serum, red, 0.5mL",choices,,partialvolhemolysis,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas11j1,Was vial processing done on vial 10?,"ethylenediaminetetraacetic acid (EDTA), purple, 0.5mL",choices,,noyes,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas11j2,Vial processing comments on vial 10.,"ethylenediaminetetraacetic acid (EDTA), purple, 0.5mL",choices,,partialvolhemolysis,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas11k1,Was vial processing done on vial 11?,"ethylenediaminetetraacetic acid (EDTA), purple, 0.5mL",choices,,noyes,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas11k2,Vial processing comments on vial 11,"ethylenediaminetetraacetic acid (EDTA), purple, 0.5mL",choices,,partialvolhemolysis,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas11l1,Was vial processing done on vial 12?,"ethylenediaminetetraacetic acid (EDTA), purple, 0.5mL",choices,,noyes,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas11l2,Vial processing comments on vial 12.,"ethylenediaminetetraacetic acid (EDTA), purple, 0.5mL",choices,,partialvolhemolysis,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas11m1,Was vial processing done on vial 13?,"ethylenediaminetetraacetic acid (EDTA), purple, 0.5mL",choices,,noyes,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas11m2,Vial processing comments on vial 13,"ethylenediaminetetraacetic acid (EDTA), purple, 0.5mL",choices,,partialvolhemolysis,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas11n1,Was vial processing done on vial 14?,"ethylenediaminetetraacetic acid (EDTA), purple, 0.5mL",choices,,noyes,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas11n2,Vial processing comments on vial 14,"ethylenediaminetetraacetic acid (EDTA), purple, 0.5mL",choices,,partialvolhemolysis,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas11o1,Was vial processing done on vial 15?,"ethylenediaminetetraacetic acid (EDTA), purple, 0.5mL",choices,,noyes,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas11o2,Vial processing comments on vial 15,"ethylenediaminetetraacetic acid (EDTA), purple, 0.5mL",choices,,partialvolhemolysis,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas11p1,Was vial processing done on vial 16?,"ethylenediaminetetraacetic acid (EDTA), purple, 0.5mL",choices,,noyes,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas11p2,Vial processing comments on vial 16.,"ethylenediaminetetraacetic acid (EDTA), purple, 0.5mL",choices,,partialvolhemolysis,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas11q1,Was vial processing done on vial 17?,"ethylenediaminetetraacetic acid (EDTA), purple, 0.5mL",choices,,noyes,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas11q2,Vial processing comments on vial 17,"ethylenediaminetetraacetic acid (EDTA), purple, 0.5mL",choices,,partialvolhemolysis,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas11r1,Was vial processing done on vial 18?,"ethylenediaminetetraacetic acid (EDTA), purple, 0.5mL",choices,,noyes,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas11r2,Vial processing comments on vial 18.,"ethylenediaminetetraacetic acid (EDTA), purple, 0.5mL",choices,,partialvolhemolysis,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas11s1,Was vial processing done on vial 19?,"ethylenediaminetetraacetic acid (EDTA), purple, 0.5mL",choices,,noyes,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas11s2,Vial processing comments on vial 19,"ethylenediaminetetraacetic acid (EDTA), purple, 0.5mL",choices,,partialvolhemolysis,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas11t1,Was vial processing done on vial 20?,"Packed cells, white, 5.0mL",choices,,noyes,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas11t2,Vial processing comments on vial 20,"Packed cells, white, 5.0mL",choices,,partialvolhemolysis,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas12,Were samples frozen?,,choices,,noyes,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas13,Date samples were sent to the Vermont Lab.,,integer,seconds from date of randomization,,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas2,Does the participant bleed or bruise easily?,,choices,,noyesdontknow,hemophilia;hemophiliac;haemophilia,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas3,The participant has been told that they have a disorder related to blood clotting or coagulation,,choices,,noyesdontknow,hemophilia;hemophiliac;haemophilia,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas4,Participant has experienced fainting spells while having blood drawn,,choices,,noyesdontknow,dizzy,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas5,Time at start of venipuncture,,time,,,blood draw,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas6,Elapsed time until tourniquet released,,time,,,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas7,Time at end of venipuncture.,,time,,,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas8,Was any blood drawn?,,choices,,samplestatus,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas8a1,Amount in partial volume of serum.,,numeric,,,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas8a2,Amount in partial volume of ethylenediaminetetraacetic acid (EDTA),,numeric,,,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas9,Quality of venipuncture.,,choices,,traumaticclean,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas9a1,"If quality is traumatic, please check all that apply.",,choices,,veinstatus,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas9a2,"If quality is traumatic, please check all that apply.",,choices,,veinstatus,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas9a3,"If quality is traumatic, please check all that apply.",,choices,,veinstatus,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas9a4,"If quality is traumatic, please check all that apply.",,choices,,veinstatus,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas9a5,"If quality is traumatic, please check all that apply.",,choices,,veinstatus,,,,chat_fastveni_forms
Biochemical Testing/Fasting Venipuncture,fas9a6,"If quality is traumatic, please check all that apply.",,choices,,veinstatus,,,,chat_fastveni_forms
Blood Pressure,bp11,Systolic blood pressure 1,,numeric,millimeters of mercury (mmHg),,hypertension,,,chat_bp_forms
Blood Pressure,bp12,Diastolic blood pressure 1,,numeric,millimeters of mercury (mmHg),,hypertension,,,chat_bp_forms
Blood Pressure,bp21,Systolic blood pressure 2,,numeric,millimeters of mercury (mmHg),,hypertension,,,chat_bp_forms
Blood Pressure,bp22,Diastolic blood pressure 2,,numeric,millimeters of mercury (mmHg),,hypertension,,,chat_bp_forms
Blood Pressure,bp31,Systolic blood pressure 3,,numeric,millimeters of mercury (mmHg),,hypertension,,,chat_bp_forms
Blood Pressure,bp32,Diastolic blood pressure 3,,numeric,millimeters of mercury (mmHg),,hypertension,,,chat_bp_forms
Blood Pressure,bp41,Average systolic blood pressure,,numeric,millimeters of mercury (mmHg),,hypertension,,TRUE,chat_bp_forms
Blood Pressure,bp42,Average diastolic blood pressure,,numeric,millimeters of mercury (mmHg),,hypertension,,TRUE,chat_bp_forms
Demographics/Child Demographic Information,age_nr,Age computed in years at time screening Polysomnography (PSG) was done,Recorded on the Screening Form. Only applicable to non-randomized subjects.,numeric,years,,,,,
Demographics/Child Demographic Information,ageyear_at_meas,Age computed in years at time anthropometry were taken,,numeric,years,,,,TRUE,chat_cdi_forms
Demographics/Child Demographic Information,ageyear_bin,Age,,choices,,childageyear1,,,,chat_cdi_forms
Demographics/Child Demographic Information,chi2,Child's gender,,choices,,sex,sex,,TRUE,chat_cdi_forms
Demographics/Child Demographic Information,chi3,Child's ethnicity,,choices,,ethnicity,race,,TRUE,chat_cdi_forms
Demographics/Child Demographic Information,chi5,Child's grade,,choices,,grade,school,,TRUE,chat_cdi_forms
Demographics/Child Demographic Information,chi5_na,Child is not attending school,,choices,,notattending,,,,chat_cdi_forms
Demographics/Child Demographic Information,chi5a,Reason child is not attending school,,choices,,schooling,homeschooled,,,chat_cdi_forms
Demographics/Child Demographic Information,male,Gender,,choices,,sex_2,sex,,TRUE,chat_cdi_forms
Demographics/Child Demographic Information,race3,Race,,choices,,race3,ethnicity,,TRUE,chat_cdi_forms
Demographics/Parent and Household Information,par2_other,"Mother's race, other",,string,,,ethnicity,,,chat_parentinfo_forms
Demographics/Parent and Household Information,par2r,Mother's race recoded,,choices,,parentrace,ethnicity,,,chat_parentinfo_forms
Demographics/Parent and Household Information,par3,Father's ethnicity?,,choices,,ethnicity2,race,,,chat_parentinfo_forms
Demographics/Parent and Household Information,par4r,Father's race recoded,,choices,,parentrace,ethnicity,,,chat_parentinfo_forms
Demographics/Parent and Household Information,par5,Annual income before taxes,,choices,,income,,,,chat_parentinfo_forms
Demographics/Parent and Household Information,par5_rc,Recoded annual income before taxes,Source variable: `par5`,choices,,income_rc,,,,chat_parentinfo_forms
Demographics/Parent and Household Information,par6_ats_rc,Mother's education greater than high school,ATS reclassed variable,choices,,noyes,,,,chat_parentinfo_forms
Demographics/Parent and Household Information,par6_rc,Mother's education level,Reclassed variable,choices,,education_rc,,,,chat_parentinfo_forms
Demographics/Parent and Household Information,par6r,Mother's education recoded,,choices,,education,,,,chat_parentinfo_forms
Demographics/Parent and Household Information,par7r,Father's education recoded,,choices,,education,,,,chat_parentinfo_forms
Demographics/Parent and Household Information,par8,Mother's current employment,,choices,,employment,,,,chat_parentinfo_forms
Demographics/Parent and Household Information,par9,Father's current employment,,choices,,employment,,,,chat_parentinfo_forms
Demographics/Referral Source and Demographics,ref1,Recruitment source,,choices,,recruitsource,flyer;phone call;other,,,chat_referral_forms
Demographics/Referral Source and Demographics,ref3,What is the screening Polysomnography (PSG) date?,,integer,seconds from date of randomization,,,,,chat_referral_forms
Demographics/Referral Source and Demographics,ref4,Child's race,,choices,,childrace,ethnicity,,,chat_referral_forms
Demographics/Referral Source and Demographics,ref5,Child's ethnicity,,choices,,ethnicity,race,,,chat_referral_forms
Demographics/Referral Source and Demographics,ref9,Child's gender,,choices,,sex,sex,,,chat_referral_forms
Family History,fam1,Mother smoke during pregnancy?,Did your child's biological mother smoke at least one cigarette a day while she was pregnant with your child?,choices,,smoking,cigarettes,,,chat_familyhx_forms
Family History,fam10,Mother's current weight,,numeric,pounds (lb),,,,,chat_familyhx_forms
Family History,fam10_chk,Mother's current weight,,choices,,notsure,,,,chat_familyhx_forms
Family History,fam10_tot_oz,Mother's current weight in ounces,,numeric,ounces (oz),,,,,chat_familyhx_forms
Family History,fam11a,Did your child have a cough?,,choices,,noyesnotsure,,,,chat_familyhx_forms
Family History,fam11b,Did your child cough often?,Defined as coughing on most days for at least 3 consecutive months,choices,,noyesnotsure,,,,chat_familyhx_forms
Family History,fam11c,Did your child usually bring up phlegm from the chest?,,choices,,noyesnotsure,,,,chat_familyhx_forms
Family History,fam11d,Did your child bring up phlegm often?,,choices,,noyesnotsure,,,,chat_familyhx_forms
